season_key,base_year,split_type,team,player_id,player_name_ja,player_name_en,G,PA,AB,H,1B,2B,3B,HR,TB,R,RBI,BB,SO,HBP,SH,SF,SB,CS,GDP,AVG,OBP,SLG,OPS,打率,安打,本塁打,打点,試合,打席,打数,単打,二塁打,三塁打,得点,出塁率,長打率,四球,敬遠,死球,三振,塁打,盗塁,盗塁死,犠打,犠飛,併殺打,IsoP,IsoD,BB%,K%,BB/K,RC,XR,BABIP,SecA,TA,NOI,GPA
1936S,1936,spring,巨　人,51153872,青柴　憲一1936年 公式戦初出場,,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0,,,0.0,0.5,0.0,0.5,0.0,0,0,0,2,2,1,0,0,0,0,0.5,0.0,1,,0,,0,0,,0,0.0,,0.0,0.5,50.0,50.0,1.0,0.0,0.232,nan,1.0,1.0,500.0,0.225
1936S,1936,spring,巨　人,61163872,伊藤　健太郎1936年 公式戦初出場,,7,33,26,6,3,2,1,0,10,4,5,7,5,0,0,0.0,2,,,0.231,0.394,0.385,0.779,0.231,6,0,5,7,33,26,3,2,1,4,0.394,0.385,7,,0,,10,2,,0,0.0,,0.154,0.163,21.21212121212121,15.151515151515152,1.4,3.9393939393939394,4.69,0.2857142857142857,0.5,0.95,522.3333333333334,0.27355
1936S,1936,spring,巨　人,41343872,内堀　保1936年 公式戦初出場,,2,4,4,1,1,0,0,0,1,0,1,0,2,0,0,0.0,1,,,0.25,0.25,0.25,0.5,0.25,1,0,1,2,4,4,1,0,0,0,0.25,0.25,0,,0,,1,1,,0,0.0,,0.0,0.0,0.0,50.0,0.0,0.25,0.3859999999999999,0.5,0.25,0.6666666666666666,333.3333333333333,0.175
1936S,1936,spring,巨　人,11913872,倉　信雄1936年 公式戦初出場,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0,,0,,0,0,,0,0.0,,0.0,0.0,0.0,0.0,nan,0.0,-0.098,0.0,0.0,0.0,0.0,0.0
1936S,1936,spring,巨　人,21023872,沢村　栄治1936年 公式戦初出場,,4,6,5,0,0,0,0,0,0,0,1,1,1,0,0,0.0,0,,,0.0,0.167,0.0,0.167,0.0,0,0,1,4,6,5,0,0,0,0,0.167,0.0,1,,0,,0,0,,0,0.0,,0.0,0.167,16.666666666666664,16.666666666666664,1.0,0.0,-0.15999999999999998,0.0,0.2,0.2,167.0,0.07515000000000001
1936S,1936,spring,巨　人,31233872,白石　敏男1936年 公式戦初出場,,7,28,24,5,5,0,0,0,5,3,0,3,3,0,1,0.0,0,,,0.208,0.296,0.208,0.504,0.208,5,0,0,7,28,24,5,0,0,3,0.296,0.208,3,,0,,5,0,,1,0.0,,0.0,0.088,10.714285714285714,10.714285714285714,1.0,1.4814814814814814,1.6280000000000001,0.23809523809523808,0.125,0.42105263157894735,365.3333333333333,0.18519999999999998
1936S,1936,spring,巨　人,51253872,スタルヒン1936年 公式戦初出場,,1,1,1,1,0,1,0,0,2,0,0,0,0,0,0,0.0,0,,,1.0,1.0,2.0,3.0,1.0,1,0,0,1,1,1,0,1,0,0,1.0,2.0,0,,0,,2,0,,0,0.0,,1.0,0.0,0.0,0.0,nan,2.0,0.72,1.0,1.0,nan,1666.6666666666665,0.95
1936S,1936,spring,巨　人,51453872,津田　四郎1936年 公式戦初出場,,4,7,7,1,1,0,0,0,1,1,0,0,4,0,0,0.0,0,,,0.143,0.143,0.143,0.286,0.143,1,0,0,4,7,7,1,0,0,1,0.143,0.143,0,,0,,1,0,,0,0.0,,0.0,0.0,0.0,57.14285714285714,0.0,0.14285714285714285,-0.08800000000000008,0.3333333333333333,0.0,0.16666666666666666,190.66666666666666,0.1001
1936S,1936,spring,巨　人,71473872,筒井　修1936年 公式戦初出場,,7,29,23,5,4,1,0,0,6,2,3,5,5,1,0,0.0,1,,,0.217,0.379,0.261,0.64,0.217,5,0,3,7,29,23,4,1,0,2,0.379,0.261,5,,1,,6,1,,0,0.0,,0.04400000000000001,0.162,17.24137931034483,17.24137931034483,1.0,2.142857142857143,3.1159999999999988,0.2777777777777778,0.30434782608695654,0.7222222222222222,466.0,0.2358
1936S,1936,spring,巨　人,11613872,中島　治康1936年 公式戦初出場,,7,32,31,9,5,3,0,1,15,6,6,1,1,0,0,0.0,3,,,0.29,0.312,0.484,0.796,0.29,9,1,6,7,32,31,5,3,0,6,0.312,0.484,1,,0,,15,3,,0,0.0,,0.194,0.02200000000000002,3.125,3.125,1.0,4.6875,4.814,0.27586206896551724,0.3225806451612903,0.8636363636363636,473.3333333333333,0.26139999999999997
1936S,1936,spring,巨　人,21623872,中山　武1936年 公式戦初出場,,7,32,27,9,7,2,0,0,11,3,3,3,0,1,1,0.0,1,,,0.333,0.419,0.407,0.826,0.333,9,0,3,7,32,27,7,2,0,3,0.419,0.407,3,,1,,11,1,,1,0.0,,0.07399999999999995,0.08599999999999997,9.375,0.0,nan,4.4,4.675999999999999,0.3333333333333333,0.2222222222222222,0.8888888888888888,554.6666666666666,0.2903
1936S,1936,spring,巨　人,41643872,永沢　富士雄1936年 公式戦初出場,,5,22,20,4,3,1,0,0,5,5,2,1,0,1,0,0.0,1,,,0.2,0.273,0.25,0.523,0.2,4,0,2,5,22,20,3,1,0,5,0.273,0.25,1,,1,,5,1,,0,0.0,,0.04999999999999999,0.07300000000000001,4.545454545454546,0.0,nan,1.1904761904761905,1.492,0.2,0.15,0.5,356.3333333333333,0.18535000000000001
1936S,1936,spring,巨　人,41843872,畑福　俊英1936年 公式戦初出場,,6,12,10,4,1,3,0,0,7,2,1,2,1,0,0,0.0,0,,,0.4,0.5,0.7,1.2,0.4,4,0,1,6,12,10,1,3,0,2,0.5,0.7,2,,0,,7,0,,0,0.0,,0.29999999999999993,0.09999999999999998,16.666666666666664,8.333333333333332,2.0,3.5,2.732,0.4444444444444444,0.5,1.5,733.3333333333333,0.4
1936S,1936,spring,巨　人,81883872,林　清一1936年 公式戦初出場,,7,34,28,4,2,1,0,1,8,4,4,4,4,0,2,0.0,0,,,0.143,0.25,0.286,0.536,0.143,4,1,4,7,34,28,2,1,0,4,0.25,0.286,4,,0,,8,0,,2,0.0,,0.143,0.10700000000000001,11.76470588235294,11.76470588235294,1.0,2.0,2.128,0.13043478260869565,0.2857142857142857,0.5,345.3333333333333,0.184
1936S,1936,spring,巨　人,33333872,前川　八郎1936年 公式戦初出場,,6,25,19,5,3,2,0,0,7,3,2,4,0,1,1,0.0,1,,,0.263,0.417,0.368,0.7849999999999999,0.263,5,0,2,6,25,19,3,2,0,3,0.417,0.368,4,,1,,7,1,,1,0.0,,0.10499999999999998,0.15399999999999997,16.0,0.0,nan,2.739130434782609,3.3979999999999997,0.2631578947368421,0.3684210526315789,0.9285714285714286,539.6666666666666,0.27964999999999995
1936S,1936,spring,巨　人,23723872,山本　栄一郎1936年 公式戦初出場,,5,12,12,3,2,1,0,0,4,0,1,0,1,0,0,0.0,0,,,0.25,0.25,0.333,0.583,0.25,3,0,1,5,12,12,2,1,0,0,0.25,0.333,0,,0,,4,0,,0,0.0,,0.08300000000000002,0.0,0.0,8.333333333333332,0.0,1.0,0.838,0.2727272727272727,0.08333333333333333,0.4444444444444444,361.0,0.19575
1936S,1936,spring,タイガース,21123872,伊賀上　良平1936年 公式戦初出場,,15,59,55,12,9,3,0,0,15,7,5,1,5,0,3,0.0,0,,,0.218,0.232,0.273,0.505,0.218,12,0,5,15,59,55,9,3,0,7,0.232,0.273,1,,0,,15,0,,3,0.0,,0.05500000000000002,0.014000000000000012,1.694915254237288,8.47457627118644,0.2,3.482142857142857,2.776,0.24,0.07272727272727272,0.37209302325581395,323.0,0.17265000000000003
1936S,1936,spring,タイガース,31533872,小川　年安1936年 公式戦初出場,,11,49,44,21,16,3,2,0,28,3,9,4,3,0,1,0.0,0,,,0.477,0.521,0.636,1.157,0.477,21,0,9,11,49,44,16,3,2,3,0.521,0.636,4,,0,,28,0,,1,0.0,,0.15900000000000003,0.04400000000000004,8.16326530612245,6.122448979591836,1.3333333333333333,14.583333333333334,11.306000000000001,0.5121951219512195,0.25,1.391304347826087,733.0,0.39345
1936S,1936,spring,タイガース,91593872,岡田　宗芳1936年 公式戦初出場,,15,59,51,15,11,4,0,0,19,6,7,7,2,0,1,0.0,2,,,0.294,0.379,0.373,0.752,0.294,15,0,7,15,59,51,11,4,0,6,0.379,0.373,7,,0,,19,2,,1,0.0,,0.07900000000000001,0.08500000000000002,11.864406779661017,3.389830508474576,3.5,7.206896551724138,7.5219999999999985,0.30612244897959184,0.2549019607843137,0.7777777777777778,503.3333333333333,0.26380000000000003
1936S,1936,spring,タイガース,41543872,加藤　信夫1936年 公式戦初出場,,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,0.0,0.0,0.0,0.0,0.0,0,0,0,2,1,1,0,0,0,0,0.0,0.0,0,,0,,0,0,,0,0.0,,0.0,0.0,0.0,0.0,nan,0.0,-0.098,0.0,0.0,0.0,0.0,0.0
1936S,1936,spring,タイガース,61563872,景浦　将1936年 公式戦初出場,,15,66,58,19,12,5,1,1,29,6,17,8,5,0,0,0.0,0,,,0.328,0.409,0.5,0.909,0.328,19,1,17,15,66,58,12,5,1,6,0.409,0.5,8,,0,,29,0,,0,0.0,,0.172,0.08099999999999996,12.121212121212121,7.575757575757576,1.6,11.863636363636363,10.898,0.34615384615384615,0.3103448275862069,0.9487179487179487,575.6666666666666,0.30905
1936S,1936,spring,タイガース,41743872,菊矢　吉男1936年 公式戦初出場,,3,3,3,1,0,1,0,0,2,1,1,0,0,0,0,0.0,0,,,0.333,0.333,0.667,1.0,0.333,1,0,1,3,3,3,0,1,0,1,0.333,0.667,0,,0,,2,0,,0,0.0,,0.334,0.0,0.0,0.0,nan,0.6666666666666666,0.524,0.3333333333333333,0.3333333333333333,1.0,555.3333333333334,0.3166
1936S,1936,spring,タイガース,51053872,佐藤　武夫1936年 公式戦初出場,,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0.0,0,,,0.5,0.5,0.5,1.0,0.5,1,0,0,1,2,2,1,0,0,0,0.5,0.5,0,,0,,1,0,,0,0.0,,0.0,0.0,0.0,0.0,nan,0.5,0.402,0.5,0.0,1.0,666.6666666666666,0.35
1936S,1936,spring,タイガース,73173872,平桝　敏男1936年 公式戦初出場,,15,75,69,18,17,1,0,0,19,12,7,4,3,0,2,0.0,6,,,0.261,0.301,0.275,0.5760000000000001,0.261,18,0,7,15,75,69,17,1,0,12,0.301,0.275,4,,0,,19,6,,2,0.0,,0.014000000000000012,0.03999999999999998,5.333333333333334,4.0,1.3333333333333333,5.726027397260274,6.622000000000001,0.2727272727272727,0.15942028985507245,0.5686274509803921,392.6666666666667,0.2042
