year,league,metric,player_name,rank,playerId,team,file
1985,CL,BABIP,屋鋪 要,7,player-7,横浜ベイスターズ,public\data\rankings\1985\CL\BABIP.json
1985,CL,BABIP,加藤 博一,12,player-12,横浜ベイスターズ,public\data\rankings\1985\CL\BABIP.json
1985,CL,BABIP,レオン,21,player-21,横浜ベイスターズ,public\data\rankings\1985\CL\BABIP.json
1985,CL,BABIP,田代 富雄,29,player-29,横浜ベイスターズ,public\data\rankings\1985\CL\BABIP.json
1985,CL,BABIP,若菜 嘉晴,33,player-33,横浜ベイスターズ,public\data\rankings\1985\CL\BABIP.json
1985,CL,BABIP__qualified,高木 豊,5,player-5,横浜ベイスターズ,public\data\rankings\1985\CL\BABIP__qualified.json
1985,CL,BABIP__qualified,屋鋪 要,7,player-7,横浜ベイスターズ,public\data\rankings\1985\CL\BABIP__qualified.json
1985,CL,BABIP__qualified,加藤 博一,12,player-12,横浜ベイスターズ,public\data\rankings\1985\CL\BABIP__qualified.json
1985,CL,BABIP__qualified,レオン,21,player-21,横浜ベイスターズ,public\data\rankings\1985\CL\BABIP__qualified.json
1985,CL,BABIP__qualified,田代 富雄,29,player-29,横浜ベイスターズ,public\data\rankings\1985\CL\BABIP__qualified.json
1985,CL,BABIP__qualified,若菜 嘉晴,33,player-33,横浜ベイスターズ,public\data\rankings\1985\CL\BABIP__qualified.json
1985,CL,BB_K,高木 豊,5,player-5,横浜ベイスターズ,public\data\rankings\1985\CL\BB_K.json
1985,CL,BB_K__qualified,高木 豊,5,player-5,横浜ベイスターズ,public\data\rankings\1985\CL\BB_K__qualified.json
1985,CL,IsoD,高木 豊,5,player-5,横浜DeNAベイスターズ,public\data\rankings\1985\CL\IsoD.json
1985,CL,IsoD__qualified,高木 豊,5,player-5,横浜DeNAベイスターズ,public\data\rankings\1985\CL\IsoD__qualified.json
1985,CL,K%,若菜 嘉晴,33,player-33,横浜DeNAベイスターズ,public\data\rankings\1985\CL\K%.json
1985,CL,K%__qualified,若菜 嘉晴,33,player-33,横浜DeNAベイスターズ,public\data\rankings\1985\CL\K%__qualified.json
1985,CL,RC,田代 富雄,29,player-29,横浜DeNAベイスターズ,public\data\rankings\1985\CL\RC.json
1985,CL,RC__qualified,田代 富雄,29,player-29,横浜DeNAベイスターズ,public\data\rankings\1985\CL\RC__qualified.json
1985,CL,三塁打,高木 豊,5,player-5,横浜DeNAベイスターズ,public\data\rankings\1985\CL\三塁打.json
1985,CL,三塁打,屋鋪 要,7,player-7,横浜DeNAベイスターズ,public\data\rankings\1985\CL\三塁打.json
1985,CL,三塁打_all,高木 豊,5,player-5,横浜DeNAベイスターズ,public\data\rankings\1985\CL\三塁打_all.json
1985,CL,三塁打_all,屋鋪 要,7,player-7,横浜DeNAベイスターズ,public\data\rankings\1985\CL\三塁打_all.json
1985,CL,出塁率,高木 豊,5,player-5,横浜DeNAベイスターズ,public\data\rankings\1985\CL\出塁率.json
1985,CL,出塁率__qualified,高木 豊,5,player-5,横浜DeNAベイスターズ,public\data\rankings\1985\CL\出塁率__qualified.json
1985,CL,単打,加藤 博一,12,player-12,横浜DeNAベイスターズ,public\data\rankings\1985\CL\単打.json
1985,CL,単打,レオン,21,player-21,横浜DeNAベイスターズ,public\data\rankings\1985\CL\単打.json
1985,CL,単打_all,加藤 博一,12,player-12,横浜DeNAベイスターズ,public\data\rankings\1985\CL\単打_all.json
1985,CL,単打_all,レオン,21,player-21,横浜DeNAベイスターズ,public\data\rankings\1985\CL\単打_all.json
1985,CL,盗塁,屋鋪 要,7,player-7,横浜ベイスターズ,public\data\rankings\1985\CL\盗塁.json
1985,CL,盗塁_all,屋鋪 要,7,player-7,横浜ベイスターズ,public\data\rankings\1985\CL\盗塁_all.json
1985,CL,試合,加藤 博一,12,player-12,横浜ベイスターズ,public\data\rankings\1985\CL\試合.json
1985,CL,試合_all,加藤 博一,12,player-12,横浜ベイスターズ,public\data\rankings\1985\CL\試合_all.json
1986,CL,BABIP,高木 豊,3,player-3,横浜ベイスターズ,public\data\rankings\1986\CL\BABIP.json
1986,CL,BABIP,C.ポンセ,7,player-7,横浜ベイスターズ,public\data\rankings\1986\CL\BABIP.json
1986,CL,BABIP,若菜 嘉晴,11,player-11,横浜ベイスターズ,public\data\rankings\1986\CL\BABIP.json
1986,CL,BABIP,D.ローマン,19,player-19,横浜ベイスターズ,public\data\rankings\1986\CL\BABIP.json
1986,CL,BABIP,屋鋪 要,30,player-30,横浜ベイスターズ,public\data\rankings\1986\CL\BABIP.json
1986,CL,BABIP__qualified,高木 豊,3,player-3,横浜ベイスターズ,public\data\rankings\1986\CL\BABIP__qualified.json
1986,CL,BABIP__qualified,C.ポンセ,7,player-7,横浜ベイスターズ,public\data\rankings\1986\CL\BABIP__qualified.json
1986,CL,BABIP__qualified,若菜 嘉晴,11,player-11,横浜ベイスターズ,public\data\rankings\1986\CL\BABIP__qualified.json
1986,CL,BABIP__qualified,D.ローマン,19,player-19,横浜ベイスターズ,public\data\rankings\1986\CL\BABIP__qualified.json
1986,CL,BABIP__qualified,屋鋪 要,30,player-30,横浜ベイスターズ,public\data\rankings\1986\CL\BABIP__qualified.json
1986,CL,BB_K,D.ローマン,19,player-19,横浜ベイスターズ,public\data\rankings\1986\CL\BB_K.json
1986,CL,BB_K,屋鋪 要,30,player-30,横浜DeNAベイスターズ,public\data\rankings\1986\CL\BB_K.json
1986,CL,BB_K__qualified,D.ローマン,19,player-19,横浜ベイスターズ,public\data\rankings\1986\CL\BB_K__qualified.json
1986,CL,BB_K__qualified,屋鋪 要,30,player-30,横浜DeNAベイスターズ,public\data\rankings\1986\CL\BB_K__qualified.json
1986,CL,IsoP,D.ローマン,19,player-19,横浜ベイスターズ,public\data\rankings\1986\CL\IsoP.json
1986,CL,IsoP__qualified,D.ローマン,19,player-19,横浜ベイスターズ,public\data\rankings\1986\CL\IsoP__qualified.json
1986,CL,SecA_all,C.ポンセ,7,player-7,横浜ベイスターズ,public\data\rankings\1986\CL\SecA_all.json
1986,CL,TA_all,C.ポンセ,7,player-7,横浜ベイスターズ,public\data\rankings\1986\CL\TA_all.json
1986,CL,安打,C.ポンセ,7,player-7,横浜ベイスターズ,public\data\rankings\1986\CL\安打.json
1986,CL,安打_all,C.ポンセ,7,player-7,横浜ベイスターズ,public\data\rankings\1986\CL\安打_all.json
1986,CL,本塁打,C.ポンセ,7,player-7,横浜DeNAベイスターズ,public\data\rankings\1986\CL\本塁打.json
1986,CL,本塁打,D.ローマン,19,player-19,横浜DeNAベイスターズ,public\data\rankings\1986\CL\本塁打.json
1986,CL,本塁打_all,C.ポンセ,7,player-7,横浜DeNAベイスターズ,public\data\rankings\1986\CL\本塁打_all.json
1986,CL,本塁打_all,D.ローマン,19,player-19,横浜DeNAベイスターズ,public\data\rankings\1986\CL\本塁打_all.json
1986,CL,死球,C.ポンセ,7,player-7,横浜DeNAベイスターズ,public\data\rankings\1986\CL\死球.json
1986,CL,死球_all,C.ポンセ,7,player-7,横浜DeNAベイスターズ,public\data\rankings\1986\CL\死球_all.json
1986,CL,盗塁,高木 豊,3,player-3,横浜ベイスターズ,public\data\rankings\1986\CL\盗塁.json
1986,CL,盗塁,C.ポンセ,7,player-7,横浜DeNAベイスターズ,public\data\rankings\1986\CL\盗塁.json
1986,CL,盗塁_all,高木 豊,3,player-3,横浜ベイスターズ,public\data\rankings\1986\CL\盗塁_all.json
1986,CL,盗塁_all,C.ポンセ,7,player-7,横浜DeNAベイスターズ,public\data\rankings\1986\CL\盗塁_all.json
1986,CL,長打率_all,C.ポンセ,7,player-7,横浜DeNAベイスターズ,public\data\rankings\1986\CL\長打率_all.json
1987,CL,BABIP,屋鋪 要,5,player-5,横浜ベイスターズ,public\data\rankings\1987\CL\BABIP.json
1987,CL,BABIP,C.ポンセ,11,player-11,横浜ベイスターズ,public\data\rankings\1987\CL\BABIP.json
1987,CL,BABIP,高木 豊,17,player-17,横浜ベイスターズ,public\data\rankings\1987\CL\BABIP.json
1987,CL,BABIP,高橋 眞裕,24,player-24,横浜ベイスターズ,public\data\rankings\1987\CL\BABIP.json
1987,CL,BABIP__qualified,屋鋪 要,5,player-5,横浜ベイスターズ,public\data\rankings\1987\CL\BABIP__qualified.json
1987,CL,BABIP__qualified,C.ポンセ,11,player-11,横浜ベイスターズ,public\data\rankings\1987\CL\BABIP__qualified.json
1987,CL,BABIP__qualified,高木 豊,17,player-17,横浜ベイスターズ,public\data\rankings\1987\CL\BABIP__qualified.json
1987,CL,BABIP__qualified,高橋 眞裕,24,player-24,横浜ベイスターズ,public\data\rankings\1987\CL\BABIP__qualified.json
1987,CL,BB%,C.ポンセ,11,player-11,横浜DeNAベイスターズ,public\data\rankings\1987\CL\BB%.json
1987,CL,BB%__qualified,C.ポンセ,11,player-11,横浜DeNAベイスターズ,public\data\rankings\1987\CL\BB%__qualified.json
1987,CL,IsoP_all,C.ポンセ,11,player-11,横浜ベイスターズ,public\data\rankings\1987\CL\IsoP_all.json
1987,CL,OPS_all,C.ポンセ,11,player-11,横浜ベイスターズ,public\data\rankings\1987\CL\OPS_all.json
1987,CL,XR_all,高木 豊,17,player-17,横浜ベイスターズ,public\data\rankings\1987\CL\XR_all.json
1987,CL,三塁打,屋鋪 要,5,player-5,横浜ベイスターズ,public\data\rankings\1987\CL\三塁打.json
1987,CL,三塁打,高橋 眞裕,24,player-24,横浜DeNAベイスターズ,public\data\rankings\1987\CL\三塁打.json
1987,CL,三塁打_all,屋鋪 要,5,player-5,横浜ベイスターズ,public\data\rankings\1987\CL\三塁打_all.json
1987,CL,三塁打_all,高橋 眞裕,24,player-24,横浜DeNAベイスターズ,public\data\rankings\1987\CL\三塁打_all.json
1987,CL,四球,高橋 眞裕,24,player-24,横浜ベイスターズ,public\data\rankings\1987\CL\四球.json
1987,CL,四球_all,高橋 眞裕,24,player-24,横浜ベイスターズ,public\data\rankings\1987\CL\四球_all.json
1987,CL,得点,屋鋪 要,5,player-5,横浜ベイスターズ,public\data\rankings\1987\CL\得点.json
1987,CL,得点_all,屋鋪 要,5,player-5,横浜ベイスターズ,public\data\rankings\1987\CL\得点_all.json
1987,CL,打席,屋鋪 要,5,player-5,横浜ベイスターズ,public\data\rankings\1987\CL\打席.json
1987,CL,打席_all,屋鋪 要,5,player-5,横浜ベイスターズ,public\data\rankings\1987\CL\打席_all.json
1987,CL,試合,高木 豊,17,player-17,横浜ベイスターズ,public\data\rankings\1987\CL\試合.json
1987,CL,試合_all,高木 豊,17,player-17,横浜ベイスターズ,public\data\rankings\1987\CL\試合_all.json
1988,CL,BABIP,J.パチョレック,3,player-3,横浜ベイスターズ,public\data\rankings\1988\CL\BABIP.json
1988,CL,BABIP,高橋 眞裕,5,player-5,横浜ベイスターズ,public\data\rankings\1988\CL\BABIP.json
1988,CL,BABIP,高木 豊,9,player-9,横浜ベイスターズ,public\data\rankings\1988\CL\BABIP.json
1988,CL,BABIP,銚子 利夫,14,player-14,横浜ベイスターズ,public\data\rankings\1988\CL\BABIP.json
1988,CL,BABIP,C.ポンセ,25,player-25,横浜ベイスターズ,public\data\rankings\1988\CL\BABIP.json
1988,CL,BABIP,屋鋪 要,30,player-30,横浜ベイスターズ,public\data\rankings\1988\CL\BABIP.json
1988,CL,BABIP__qualified,J.パチョレック,3,player-3,横浜ベイスターズ,public\data\rankings\1988\CL\BABIP__qualified.json
1988,CL,BABIP__qualified,高橋 眞裕,5,player-5,横浜ベイスターズ,public\data\rankings\1988\CL\BABIP__qualified.json
1988,CL,BABIP__qualified,高木 豊,9,player-9,横浜ベイスターズ,public\data\rankings\1988\CL\BABIP__qualified.json
1988,CL,BABIP__qualified,銚子 利夫,14,player-14,横浜ベイスターズ,public\data\rankings\1988\CL\BABIP__qualified.json
1988,CL,BABIP__qualified,C.ポンセ,25,player-25,横浜ベイスターズ,public\data\rankings\1988\CL\BABIP__qualified.json
1988,CL,BABIP__qualified,屋鋪 要,30,player-30,横浜ベイスターズ,public\data\rankings\1988\CL\BABIP__qualified.json
1988,CL,K%,高橋 眞裕,5,player-5,横浜DeNAベイスターズ,public\data\rankings\1988\CL\K%.json
1988,CL,K%__qualified,高橋 眞裕,5,player-5,横浜DeNAベイスターズ,public\data\rankings\1988\CL\K%__qualified.json
1988,CL,SecA,屋鋪 要,30,player-30,横浜ベイスターズ,public\data\rankings\1988\CL\SecA.json
1988,CL,SecA__qualified,屋鋪 要,30,player-30,横浜ベイスターズ,public\data\rankings\1988\CL\SecA__qualified.json
1988,CL,二塁打,J.パチョレック,3,player-3,横浜ベイスターズ,public\data\rankings\1988\CL\二塁打.json
1988,CL,二塁打_all,J.パチョレック,3,player-3,横浜ベイスターズ,public\data\rankings\1988\CL\二塁打_all.json
1988,CL,四球,屋鋪 要,30,player-30,横浜DeNAベイスターズ,public\data\rankings\1988\CL\四球.json
1988,CL,四球_all,屋鋪 要,30,player-30,横浜DeNAベイスターズ,public\data\rankings\1988\CL\四球_all.json
1988,CL,得点,高木 豊,9,player-9,横浜ベイスターズ,public\data\rankings\1988\CL\得点.json
1988,CL,得点_all,高木 豊,9,player-9,横浜ベイスターズ,public\data\rankings\1988\CL\得点_all.json
1988,CL,打数,屋鋪 要,30,player-30,横浜DeNAベイスターズ,public\data\rankings\1988\CL\打数.json
1988,CL,打数_all,屋鋪 要,30,player-30,横浜DeNAベイスターズ,public\data\rankings\1988\CL\打数_all.json
1988,CL,打率,J.パチョレック,3,player-3,横浜ベイスターズ,public\data\rankings\1988\CL\打率.json
1988,CL,打率__qualified,J.パチョレック,3,player-3,横浜ベイスターズ,public\data\rankings\1988\CL\打率__qualified.json
1988,CL,死球,銚子 利夫,14,player-14,横浜DeNAベイスターズ,public\data\rankings\1988\CL\死球.json
1988,CL,死球_all,銚子 利夫,14,player-14,横浜DeNAベイスターズ,public\data\rankings\1988\CL\死球_all.json
1988,CL,犠飛,屋鋪 要,30,player-30,横浜ベイスターズ,public\data\rankings\1988\CL\犠飛.json
1988,CL,犠飛_all,屋鋪 要,30,player-30,横浜ベイスターズ,public\data\rankings\1988\CL\犠飛_all.json
1988,CL,試合,J.パチョレック,3,player-3,横浜ベイスターズ,public\data\rankings\1988\CL\試合.json
1988,CL,試合_all,J.パチョレック,3,player-3,横浜ベイスターズ,public\data\rankings\1988\CL\試合_all.json
1989,CL,BABIP,J.パチョレック,5,player-5,横浜ベイスターズ,public\data\rankings\1989\CL\BABIP.json
1989,CL,BABIP,山崎 賢一,8,player-8,横浜ベイスターズ,public\data\rankings\1989\CL\BABIP.json
1989,CL,BABIP,銚子 利夫,16,player-16,横浜ベイスターズ,public\data\rankings\1989\CL\BABIP.json
1989,CL,BABIP,高木 豊,18,player-18,横浜ベイスターズ,public\data\rankings\1989\CL\BABIP.json
1989,CL,BABIP,C.ポンセ,31,player-31,横浜ベイスターズ,public\data\rankings\1989\CL\BABIP.json
1989,CL,BABIP__qualified,J.パチョレック,5,player-5,横浜ベイスターズ,public\data\rankings\1989\CL\BABIP__qualified.json
1989,CL,BABIP__qualified,山崎 賢一,8,player-8,横浜ベイスターズ,public\data\rankings\1989\CL\BABIP__qualified.json
1989,CL,BABIP__qualified,銚子 利夫,16,player-16,横浜ベイスターズ,public\data\rankings\1989\CL\BABIP__qualified.json
1989,CL,BABIP__qualified,高木 豊,18,player-18,横浜ベイスターズ,public\data\rankings\1989\CL\BABIP__qualified.json
1989,CL,BABIP__qualified,C.ポンセ,31,player-31,横浜ベイスターズ,public\data\rankings\1989\CL\BABIP__qualified.json
1989,CL,GPA,J.パチョレック,5,player-5,横浜DeNAベイスターズ,public\data\rankings\1989\CL\GPA.json
1989,CL,GPA__qualified,J.パチョレック,5,player-5,横浜DeNAベイスターズ,public\data\rankings\1989\CL\GPA__qualified.json
1989,CL,NOI,J.パチョレック,5,player-5,横浜DeNAベイスターズ,public\data\rankings\1989\CL\NOI.json
1989,CL,NOI__qualified,J.パチョレック,5,player-5,横浜DeNAベイスターズ,public\data\rankings\1989\CL\NOI__qualified.json
1989,CL,SecA,高木 豊,18,player-18,横浜ベイスターズ,public\data\rankings\1989\CL\SecA.json
1989,CL,SecA__qualified,高木 豊,18,player-18,横浜ベイスターズ,public\data\rankings\1989\CL\SecA__qualified.json
1989,CL,XR,高木 豊,18,player-18,横浜DeNAベイスターズ,public\data\rankings\1989\CL\XR.json
1989,CL,XR_all,高木 豊,18,player-18,横浜DeNAベイスターズ,public\data\rankings\1989\CL\XR_all.json
1989,CL,XR__qualified,高木 豊,18,player-18,横浜DeNAベイスターズ,public\data\rankings\1989\CL\XR__qualified.json
1989,CL,三塁打,山崎 賢一,8,player-8,横浜ベイスターズ,public\data\rankings\1989\CL\三塁打.json
1989,CL,三塁打_all,山崎 賢一,8,player-8,横浜ベイスターズ,public\data\rankings\1989\CL\三塁打_all.json
1989,CL,二塁打,J.パチョレック,5,player-5,横浜ベイスターズ,public\data\rankings\1989\CL\二塁打.json
1989,CL,二塁打_all,J.パチョレック,5,player-5,横浜ベイスターズ,public\data\rankings\1989\CL\二塁打_all.json
1989,CL,出塁率,C.ポンセ,31,player-31,横浜DeNAベイスターズ,public\data\rankings\1989\CL\出塁率.json
1989,CL,出塁率__qualified,C.ポンセ,31,player-31,横浜DeNAベイスターズ,public\data\rankings\1989\CL\出塁率__qualified.json
1989,CL,単打,C.ポンセ,31,player-31,横浜ベイスターズ,public\data\rankings\1989\CL\単打.json
1989,CL,単打_all,C.ポンセ,31,player-31,横浜ベイスターズ,public\data\rankings\1989\CL\単打_all.json
1989,CL,打率,銚子 利夫,16,player-16,横浜DeNAベイスターズ,public\data\rankings\1989\CL\打率.json
1989,CL,打率__qualified,銚子 利夫,16,player-16,横浜DeNAベイスターズ,public\data\rankings\1989\CL\打率__qualified.json
1989,PL,BABIP,松永 浩美,4,player-4,オリックス・バファローズ,public\data\rankings\1989\PL\BABIP.json
1989,PL,BABIP,門田 博光,7,player-7,オリックス・バファローズ,public\data\rankings\1989\PL\BABIP.json
1989,PL,BABIP,石嶺 和彦,19,player-19,オリックス・バファローズ,public\data\rankings\1989\PL\BABIP.json
1989,PL,BABIP,藤井 康雄,22,player-22,オリックス・バファローズ,public\data\rankings\1989\PL\BABIP.json
1989,PL,BABIP,ブーマー,25,player-25,オリックス・バファローズ,public\data\rankings\1989\PL\BABIP.json
1989,PL,BABIP,福良 淳一,32,player-32,オリックス・バファローズ,public\data\rankings\1989\PL\BABIP.json
1989,PL,BABIP__qualified,松永 浩美,4,player-4,オリックス・バファローズ,public\data\rankings\1989\PL\BABIP__qualified.json
1989,PL,BABIP__qualified,門田 博光,7,player-7,オリックス・バファローズ,public\data\rankings\1989\PL\BABIP__qualified.json
1989,PL,BABIP__qualified,石嶺 和彦,19,player-19,オリックス・バファローズ,public\data\rankings\1989\PL\BABIP__qualified.json
1989,PL,BABIP__qualified,藤井 康雄,22,player-22,オリックス・バファローズ,public\data\rankings\1989\PL\BABIP__qualified.json
1989,PL,BABIP__qualified,ブーマー,25,player-25,オリックス・バファローズ,public\data\rankings\1989\PL\BABIP__qualified.json
1989,PL,BABIP__qualified,福良 淳一,32,player-32,オリックス・バファローズ,public\data\rankings\1989\PL\BABIP__qualified.json
1989,PL,BB%,ブーマー,25,player-25,オリックス・バファローズ,public\data\rankings\1989\PL\BB%.json
1989,PL,BB%__qualified,ブーマー,25,player-25,オリックス・バファローズ,public\data\rankings\1989\PL\BB%__qualified.json
1989,PL,BB_K,藤井 康雄,22,player-22,オリックスブルーウェーブ,public\data\rankings\1989\PL\BB_K.json
1989,PL,BB_K__qualified,藤井 康雄,22,player-22,オリックスブルーウェーブ,public\data\rankings\1989\PL\BB_K__qualified.json
1989,PL,IsoD,松永 浩美,4,player-4,オリックス・バファローズ,public\data\rankings\1989\PL\IsoD.json
1989,PL,IsoD,門田 博光,7,player-7,オリックス・バファローズ,public\data\rankings\1989\PL\IsoD.json
1989,PL,IsoD,ブーマー,25,player-25,オリックスブルーウェーブ,public\data\rankings\1989\PL\IsoD.json
1989,PL,IsoD__qualified,松永 浩美,4,player-4,オリックス・バファローズ,public\data\rankings\1989\PL\IsoD__qualified.json
1989,PL,IsoD__qualified,門田 博光,7,player-7,オリックス・バファローズ,public\data\rankings\1989\PL\IsoD__qualified.json
1989,PL,IsoD__qualified,ブーマー,25,player-25,オリックスブルーウェーブ,public\data\rankings\1989\PL\IsoD__qualified.json
1989,PL,IsoP_all,門田 博光,7,player-7,オリックスブルーウェーブ,public\data\rankings\1989\PL\IsoP_all.json
1989,PL,K%,福良 淳一,32,player-32,オリックスブルーウェーブ,public\data\rankings\1989\PL\K%.json
1989,PL,K%__qualified,福良 淳一,32,player-32,オリックスブルーウェーブ,public\data\rankings\1989\PL\K%__qualified.json
1989,PL,NOI,松永 浩美,4,player-4,オリックスブルーウェーブ,public\data\rankings\1989\PL\NOI.json
1989,PL,NOI__qualified,松永 浩美,4,player-4,オリックスブルーウェーブ,public\data\rankings\1989\PL\NOI__qualified.json
1989,PL,RC,門田 博光,7,player-7,オリックスブルーウェーブ,public\data\rankings\1989\PL\RC.json
1989,PL,RC,石嶺 和彦,19,player-19,オリックス・バファローズ,public\data\rankings\1989\PL\RC.json
1989,PL,RC,福良 淳一,32,player-32,オリックス・バファローズ,public\data\rankings\1989\PL\RC.json
1989,PL,RC_all,門田 博光,7,player-7,オリックスブルーウェーブ,public\data\rankings\1989\PL\RC_all.json
1989,PL,RC_all,石嶺 和彦,19,player-19,オリックス・バファローズ,public\data\rankings\1989\PL\RC_all.json
1989,PL,RC__qualified,門田 博光,7,player-7,オリックスブルーウェーブ,public\data\rankings\1989\PL\RC__qualified.json
1989,PL,RC__qualified,石嶺 和彦,19,player-19,オリックス・バファローズ,public\data\rankings\1989\PL\RC__qualified.json
1989,PL,RC__qualified,福良 淳一,32,player-32,オリックス・バファローズ,public\data\rankings\1989\PL\RC__qualified.json
1989,PL,SecA_all,門田 博光,7,player-7,オリックス・バファローズ,public\data\rankings\1989\PL\SecA_all.json
1989,PL,XR,石嶺 和彦,19,player-19,オリックスブルーウェーブ,public\data\rankings\1989\PL\XR.json
1989,PL,XR_all,石嶺 和彦,19,player-19,オリックスブルーウェーブ,public\data\rankings\1989\PL\XR_all.json
1989,PL,XR__qualified,石嶺 和彦,19,player-19,オリックスブルーウェーブ,public\data\rankings\1989\PL\XR__qualified.json
1989,PL,二塁打,ブーマー,25,player-25,オリックスブルーウェーブ,public\data\rankings\1989\PL\二塁打.json
1989,PL,二塁打_all,ブーマー,25,player-25,オリックスブルーウェーブ,public\data\rankings\1989\PL\二塁打_all.json
1989,PL,出塁率_all,福良 淳一,32,player-32,オリックス・バファローズ,public\data\rankings\1989\PL\出塁率_all.json
1989,PL,四球,門田 博光,7,player-7,オリックス・バファローズ,public\data\rankings\1989\PL\四球.json
1989,PL,四球_all,門田 博光,7,player-7,オリックス・バファローズ,public\data\rankings\1989\PL\四球_all.json
1989,PL,打席,藤井 康雄,22,player-22,オリックス・バファローズ,public\data\rankings\1989\PL\打席.json
1989,PL,打席_all,藤井 康雄,22,player-22,オリックス・バファローズ,public\data\rankings\1989\PL\打席_all.json
1989,PL,打数,藤井 康雄,22,player-22,オリックス・バファローズ,public\data\rankings\1989\PL\打数.json
1989,PL,打数,福良 淳一,32,player-32,オリックス・バファローズ,public\data\rankings\1989\PL\打数.json
1989,PL,打数_all,藤井 康雄,22,player-22,オリックス・バファローズ,public\data\rankings\1989\PL\打数_all.json
1989,PL,打数_all,福良 淳一,32,player-32,オリックス・バファローズ,public\data\rankings\1989\PL\打数_all.json
1989,PL,打点,門田 博光,7,player-7,オリックスブルーウェーブ,public\data\rankings\1989\PL\打点.json
1989,PL,打点,福良 淳一,32,player-32,オリックスブルーウェーブ,public\data\rankings\1989\PL\打点.json
1989,PL,打点_all,門田 博光,7,player-7,オリックスブルーウェーブ,public\data\rankings\1989\PL\打点_all.json
1989,PL,打点_all,福良 淳一,32,player-32,オリックスブルーウェーブ,public\data\rankings\1989\PL\打点_all.json
1989,PL,打率,松永 浩美,4,player-4,オリックスブルーウェーブ,public\data\rankings\1989\PL\打率.json
1989,PL,打率,福良 淳一,32,player-32,オリックスブルーウェーブ,public\data\rankings\1989\PL\打率.json
1989,PL,打率__qualified,松永 浩美,4,player-4,オリックスブルーウェーブ,public\data\rankings\1989\PL\打率__qualified.json
1989,PL,打率__qualified,福良 淳一,32,player-32,オリックスブルーウェーブ,public\data\rankings\1989\PL\打率__qualified.json
1989,PL,本塁打,石嶺 和彦,19,player-19,オリックス・バファローズ,public\data\rankings\1989\PL\本塁打.json
1989,PL,本塁打_all,石嶺 和彦,19,player-19,オリックス・バファローズ,public\data\rankings\1989\PL\本塁打_all.json
1989,PL,盗塁,藤井 康雄,22,player-22,オリックスブルーウェーブ,public\data\rankings\1989\PL\盗塁.json
1989,PL,盗塁_all,藤井 康雄,22,player-22,オリックスブルーウェーブ,public\data\rankings\1989\PL\盗塁_all.json
1989,PL,長打率,石嶺 和彦,19,player-19,オリックスブルーウェーブ,public\data\rankings\1989\PL\長打率.json
1989,PL,長打率_all,門田 博光,7,player-7,オリックスブルーウェーブ,public\data\rankings\1989\PL\長打率_all.json
1989,PL,長打率__qualified,石嶺 和彦,19,player-19,オリックスブルーウェーブ,public\data\rankings\1989\PL\長打率__qualified.json
1990,CL,BABIP,高木 豊,3,player-3,横浜ベイスターズ,public\data\rankings\1990\CL\BABIP.json
1990,CL,BABIP,J.パチョレック,5,player-5,横浜ベイスターズ,public\data\rankings\1990\CL\BABIP.json
1990,CL,BABIP,清水 義之,20,player-20,横浜ベイスターズ,public\data\rankings\1990\CL\BABIP.json
1990,CL,BABIP,J.マイヤー,25,player-25,横浜ベイスターズ,public\data\rankings\1990\CL\BABIP.json
1990,CL,BABIP,山崎 賢一,28,player-28,横浜ベイスターズ,public\data\rankings\1990\CL\BABIP.json
1990,CL,BABIP,高橋 眞裕,30,player-30,横浜ベイスターズ,public\data\rankings\1990\CL\BABIP.json
1990,CL,BABIP__qualified,高木 豊,3,player-3,横浜ベイスターズ,public\data\rankings\1990\CL\BABIP__qualified.json
1990,CL,BABIP__qualified,J.パチョレック,5,player-5,横浜ベイスターズ,public\data\rankings\1990\CL\BABIP__qualified.json
1990,CL,BABIP__qualified,清水 義之,20,player-20,横浜ベイスターズ,public\data\rankings\1990\CL\BABIP__qualified.json
1990,CL,BABIP__qualified,J.マイヤー,25,player-25,横浜ベイスターズ,public\data\rankings\1990\CL\BABIP__qualified.json
1990,CL,BABIP__qualified,山崎 賢一,28,player-28,横浜ベイスターズ,public\data\rankings\1990\CL\BABIP__qualified.json
1990,CL,BABIP__qualified,高橋 眞裕,30,player-30,横浜ベイスターズ,public\data\rankings\1990\CL\BABIP__qualified.json
1990,CL,BB%,山崎 賢一,28,player-28,横浜ベイスターズ,public\data\rankings\1990\CL\BB%.json
1990,CL,BB%__qualified,山崎 賢一,28,player-28,横浜ベイスターズ,public\data\rankings\1990\CL\BB%__qualified.json
1990,CL,BB_K,高木 豊,3,player-3,横浜DeNAベイスターズ,public\data\rankings\1990\CL\BB_K.json
1990,CL,BB_K__qualified,高木 豊,3,player-3,横浜DeNAベイスターズ,public\data\rankings\1990\CL\BB_K__qualified.json
1990,CL,IsoD,山崎 賢一,28,player-28,横浜ベイスターズ,public\data\rankings\1990\CL\IsoD.json
1990,CL,IsoD__qualified,山崎 賢一,28,player-28,横浜ベイスターズ,public\data\rankings\1990\CL\IsoD__qualified.json
1990,CL,RC,J.パチョレック,5,player-5,横浜DeNAベイスターズ,public\data\rankings\1990\CL\RC.json
1990,CL,RC,山崎 賢一,28,player-28,横浜ベイスターズ,public\data\rankings\1990\CL\RC.json
